timestamp,sample,hub_model,hub_serial,device,port,cycle,status,speed_code,speed_label,notes
2026-05-15T17:55:21.332276,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,1,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:55:30.582691,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,2,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:55:39.831067,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,3,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:55:49.081938,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,4,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:55:58.321438,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,5,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:56:07.572634,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,6,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:56:16.816415,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,7,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:56:26.069077,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,8,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:56:35.326327,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,9,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:56:44.574118,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,10,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:56:53.825873,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,11,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:57:03.076517,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,12,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:57:12.350604,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,13,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:57:21.586298,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,14,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:57:30.825840,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,15,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:57:40.068868,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,16,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:57:49.332099,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,17,PASS,3,SuperSpeed (5 Gbps),
