timestamp,sample,hub_model,hub_serial,device,port,cycle,status,speed_code,speed_label,notes
2026-05-15T17:50:55.932309,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,,,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T18:15:41.134644,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,,,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
