timestamp,sample,hub_model,hub_serial,device,port,cycle,status,speed_code,speed_label,notes
2026-05-15T17:54:51.084559,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,18,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:55:00.342673,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,19,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T17:55:09.576633,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,control,0,20,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T18:16:07.784050,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,1,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:16:17.035521,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,2,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:16:26.284728,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,3,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:16:35.531935,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,4,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:16:44.782334,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,5,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:16:54.029636,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,6,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:17:03.279411,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,7,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:17:12.528337,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,8,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:17:21.776593,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,9,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:17:32.079202,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,10,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:17:41.554091,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,11,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:17:50.780796,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,12,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:18:00.053599,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,13,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:18:09.275699,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,14,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:18:18.540583,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,15,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:18:27.787395,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,16,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:18:37.037708,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,17,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:18:46.288701,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,18,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
2026-05-15T18:18:56.565572,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,19,PASS,3,SuperSpeed (5 Gbps),
2026-05-15T18:19:05.802594,u420_010_sample_1,USBHub3c (model 24),0x68d1a7be,data,0,20,PASS,5,SuperSpeed+ 2x1 (20 Gbps),
